Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	mmu04972:Pancreatic secretion	24	0.9995835068721367	9.359946095154741E-4	ENSMUST00000148750, ENSMUST00000098549, ENSMUST00000040465, ENSMUST00000065788, ENSMUST00000170223, ENSMUST00000167432, ENSMUST00000114913, ENSMUST00000096066, ENSMUST00000109095, ENSMUST00000110116, ENSMUST00000009689, ENSMUST00000031806, ENSMUST00000026081, ENSMUST00000101237, ENSMUST00000072886, ENSMUST00000021750, ENSMUST00000097464, ENSMUST00000072103, ENSMUST00000110109, ENSMUST00000045706, ENSMUST00000117801, ENSMUST00000111243, ENSMUST00000001254, ENSMUST00000088429, ENSMUST00000022013, ENSMUST00000087877	911	114	8977	2.0745277023513777	0.2672097211207376	0.012087662090340321	0.010485682777162686
KEGG_PATHWAY	mmu04918:Thyroid hormone synthesis	18	0.7496876301541024	9.466241396049648E-4	ENSMUST00000021005, ENSMUST00000170223, ENSMUST00000000809, ENSMUST00000114913, ENSMUST00000097464, ENSMUST00000110109, ENSMUST00000065916, ENSMUST00000109095, ENSMUST00000110116, ENSMUST00000099461, ENSMUST00000117801, ENSMUST00000111243, ENSMUST00000028355, ENSMUST00000028663, ENSMUST00000053734, ENSMUST00000080953, ENSMUST00000022013, ENSMUST00000087877, ENSMUST00000029450	911	74	8977	2.396920520960038	0.2697936112151643	0.012087662090340321	0.010485682777162686
KEGG_PATHWAY	mmu04921:Oxytocin signaling pathway	29	1.2078300708038316	0.0013823370793581194	ENSMUST00000170223, ENSMUST00000101581, ENSMUST00000037434, ENSMUST00000114913, ENSMUST00000109150, ENSMUST00000109095, ENSMUST00000115726, ENSMUST00000110116, ENSMUST00000112068, ENSMUST00000115733, ENSMUST00000029635, ENSMUST00000060441, ENSMUST00000105399, ENSMUST00000032813, ENSMUST00000091818, ENSMUST00000023538, ENSMUST00000088552, ENSMUST00000102760, ENSMUST00000021750, ENSMUST00000168532, ENSMUST00000112825, ENSMUST00000110109, ENSMUST00000138659, ENSMUST00000112249, ENSMUST00000114723, ENSMUST00000030784, ENSMUST00000117801, ENSMUST00000024179, ENSMUST00000022013, ENSMUST00000087877, ENSMUST00000105401	911	153	8977	1.867752882345767	0.36824486531699463	0.01699762630914428	0.014744928846486607
KEGG_PATHWAY	mmu00350:Tyrosine metabolism	12	0.49979175343606835	0.0015977378903585953	ENSMUST00000022725, ENSMUST00000114366, ENSMUST00000040442, ENSMUST00000108716, ENSMUST00000005964, ENSMUST00000021005, ENSMUST00000001027, ENSMUST00000090171, ENSMUST00000040999, ENSMUST00000000910, ENSMUST00000000219, ENSMUST00000160847	911	40	8977	2.9562019758507136	0.41190877039455565	0.0182913441241053	0.015867190083561224
KEGG_PATHWAY	mmu05033:Nicotine addiction	12	0.49979175343606835	0.0015977378903585953	ENSMUST00000085240, ENSMUST00000124169, ENSMUST00000111905, ENSMUST00000070864, ENSMUST00000076349, ENSMUST00000075316, ENSMUST00000029947, ENSMUST00000115835, ENSMUST00000121390, ENSMUST00000032710, ENSMUST00000114554, ENSMUST00000108851, ENSMUST00000085374	911	40	8977	2.9562019758507136	0.41190877039455565	0.0182913441241053	0.015867190083561224
KEGG_PATHWAY	mmu04742:Taste transduction	20	0.8329862557267805	0.001898224992679436	ENSMUST00000063076, ENSMUST00000066432, ENSMUST00000107749, ENSMUST00000009390, ENSMUST00000024206, ENSMUST00000044505, ENSMUST00000044306, ENSMUST00000170223, ENSMUST00000170774, ENSMUST00000112825, ENSMUST00000110109, ENSMUST00000033161, ENSMUST00000121390, ENSMUST00000110116, ENSMUST00000008734, ENSMUST00000030561, ENSMUST00000114554, ENSMUST00000028377, ENSMUST00000051005, ENSMUST00000000221, ENSMUST00000102655	911	92	8977	2.142175344819358	0.4678392089206517	0.020535783120267367	0.0178141733091476
KEGG_PATHWAY	mmu04927:Cortisol synthesis and secretion	17	0.7080383173677633	0.0019174978214707482	ENSMUST00000170223, ENSMUST00000170259, ENSMUST00000114913, ENSMUST00000112825, ENSMUST00000110109, ENSMUST00000109095, ENSMUST00000115726, ENSMUST00000112249, ENSMUST00000110116, ENSMUST00000112068, ENSMUST00000117801, ENSMUST00000107790, ENSMUST00000026012, ENSMUST00000028663, ENSMUST00000022013, ENSMUST00000160424, ENSMUST00000025223, ENSMUST00000087877	911	72	8977	2.3266404439565798	0.4712398785224817	0.020535783120267367	0.0178141733091476
KEGG_PATHWAY	mmu00760:Nicotinate and nicotinamide metabolism	12	0.49979175343606835	0.0019873133920647393	ENSMUST00000043313, ENSMUST00000114366, ENSMUST00000040442, ENSMUST00000023237, ENSMUST00000020169, ENSMUST00000095925, ENSMUST00000001027, ENSMUST00000172239, ENSMUST00000040999, ENSMUST00000035929, ENSMUST00000025065, ENSMUST00000101237	911	41	8977	2.884099488634842	0.48337836461997785	0.02061837644267167	0.017885820528582654
KEGG_PATHWAY	mmu04022:cGMP-PKG signaling pathway	31	1.2911286963765098	0.002281168079122561	ENSMUST00000039492, ENSMUST00000126226, ENSMUST00000065788, ENSMUST00000119870, ENSMUST00000119970, ENSMUST00000170223, ENSMUST00000043259, ENSMUST00000114913, ENSMUST00000115726, ENSMUST00000161490, ENSMUST00000110116, ENSMUST00000112068, ENSMUST00000115733, ENSMUST00000028663, ENSMUST00000029635, ENSMUST00000060441, ENSMUST00000023538, ENSMUST00000088552, ENSMUST00000050433, ENSMUST00000066728, ENSMUST00000097464, ENSMUST00000112825, ENSMUST00000110109, ENSMUST00000112249, ENSMUST00000117801, ENSMUST00000111243, ENSMUST00000111244, ENSMUST00000081857, ENSMUST00000088429, ENSMUST00000024179, ENSMUST00000022013	911	173	8977	1.7657468449204645	0.5314970764148385	0.022949933402081523	0.01990837596325144
KEGG_PATHWAY	mmu04727:GABAergic synapse	19	0.7913369429404414	0.003140960978654775	ENSMUST00000044776, ENSMUST00000107749, ENSMUST00000085240, ENSMUST00000024206, ENSMUST00000170223, ENSMUST00000070864, ENSMUST00000114913, ENSMUST00000112825, ENSMUST00000029947, ENSMUST00000138659, ENSMUST00000115726, ENSMUST00000121390, ENSMUST00000112249, ENSMUST00000112068, ENSMUST00000028123, ENSMUST00000117801, ENSMUST00000114554, ENSMUST00000032200, ENSMUST00000022013	911	89	8977	2.103664327384403	0.6481112406338903	0.030670560144511336	0.026605787113311036
KEGG_PATHWAY	mmu04924:Renin secretion	17	0.7080383173677633	0.003433124621843653	ENSMUST00000098549, ENSMUST00000044505, ENSMUST00000040465, ENSMUST00000065788, ENSMUST00000170774, ENSMUST00000043259, ENSMUST00000114913, ENSMUST00000112825, ENSMUST00000110109, ENSMUST00000109095, ENSMUST00000115726, ENSMUST00000112249, ENSMUST00000110116, ENSMUST00000161490, ENSMUST00000112068, ENSMUST00000115733, ENSMUST00000029635, ENSMUST00000087877, ENSMUST00000102655	911	76	8977	2.204185683748339	0.6807428529259661	0.032565639270059794	0.02824971117402777
KEGG_PATHWAY	mmu05165:Human papillomavirus infection	54	2.2490628904623073	0.0036221297748663464	ENSMUST00000022213, ENSMUST00000170901, ENSMUST00000109095, ENSMUST00000112931, ENSMUST00000027753, ENSMUST00000087723, ENSMUST00000100941, ENSMUST00000080453, ENSMUST00000173322, ENSMUST00000111657, ENSMUST00000165165, ENSMUST00000002979, ENSMUST00000056117, ENSMUST00000055226, ENSMUST00000098441, ENSMUST00000117687, ENSMUST00000161356, ENSMUST00000039559, ENSMUST00000087877, ENSMUST00000082024, ENSMUST00000029682, ENSMUST00000021107, ENSMUST00000040467, ENSMUST00000103086, ENSMUST00000028735, ENSMUST00000035471, ENSMUST00000107372, ENSMUST00000030056, ENSMUST00000107371, ENSMUST00000031668, ENSMUST00000028663, ENSMUST00000092070, ENSMUST00000006431, ENSMUST00000028106, ENSMUST00000029270, ENSMUST00000015612, ENSMUST00000056925, ENSMUST00000117171, ENSMUST00000001181, ENSMUST00000015791, ENSMUST00000002839, ENSMUST00000131309, ENSMUST00000114908, ENSMUST00000170872, ENSMUST00000001147, ENSMUST00000168533, ENSMUST00000019992, ENSMUST00000113457, ENSMUST00000095820, ENSMUST00000030372, ENSMUST00000001547, ENSMUST00000112254, ENSMUST00000088349, ENSMUST00000101205, ENSMUST00000063465, ENSMUST00000155261, ENSMUST00000044165, ENSMUST00000162309	911	362	8977	1.469934684124664	0.7002271475017496	0.03340408570154519	0.02897703819893077
KEGG_PATHWAY	mmu04072:Phospholipase D signaling pathway	27	1.1245314452311537	0.003973045522700001	ENSMUST00000044306, ENSMUST00000170223, ENSMUST00000123771, ENSMUST00000114913, ENSMUST00000109095, ENSMUST00000055087, ENSMUST00000110116, ENSMUST00000004076, ENSMUST00000107571, ENSMUST00000168039, ENSMUST00000106388, ENSMUST00000060441, ENSMUST00000090826, ENSMUST00000120135, ENSMUST00000120834, ENSMUST00000028681, ENSMUST00000101532, ENSMUST00000126854, ENSMUST00000021898, ENSMUST00000016144, ENSMUST00000074729, ENSMUST00000000476, ENSMUST00000035045, ENSMUST00000150828, ENSMUST00000110109, ENSMUST00000117801, ENSMUST00000115324, ENSMUST00000022013, ENSMUST00000087877, ENSMUST00000081232	911	149	8977	1.7856253545406993	0.7333126818160187	0.035618735430337556	0.03089818013234101
KEGG_PATHWAY	mmu04750:Inflammatory mediator regulation of TRP channels	24	0.9995835068721367	0.004076843211906106	ENSMUST00000071968, ENSMUST00000039492, ENSMUST00000170223, ENSMUST00000114913, ENSMUST00000112831, ENSMUST00000109095, ENSMUST00000110116, ENSMUST00000113114, ENSMUST00000029712, ENSMUST00000170792, ENSMUST00000041447, ENSMUST00000035488, ENSMUST00000110109, ENSMUST00000055693, ENSMUST00000099472, ENSMUST00000117801, ENSMUST00000030487, ENSMUST00000026211, ENSMUST00000036303, ENSMUST00000049676, ENSMUST00000022013, ENSMUST00000030305, ENSMUST00000051846, ENSMUST00000087877, ENSMUST00000049178, ENSMUST00000128869, ENSMUST00000081232	911	127	8977	1.8621744729768273	0.7423822794341319	0.035618735430337556	0.03089818013234101
KEGG_PATHWAY	mmu00250:Alanine, aspartate and glutamate metabolism	11	0.4581424406497293	0.004499101439481396	ENSMUST00000028123, ENSMUST00000107271, ENSMUST00000044776, ENSMUST00000027144, ENSMUST00000021119, ENSMUST00000110541, ENSMUST00000019977, ENSMUST00000013773, ENSMUST00000020629, ENSMUST00000068242, ENSMUST00000027491, ENSMUST00000022858	911	39	8977	2.779335190970756	0.7762155457447729	0.038300043023277525	0.03322413370693954
KEGG_PATHWAY	mmu04260:Cardiac muscle contraction	18	0.7496876301541024	0.005817848785758261	ENSMUST00000107913, ENSMUST00000102760, ENSMUST00000021750, ENSMUST00000101581, ENSMUST00000168532, ENSMUST00000037434, ENSMUST00000097464, ENSMUST00000112825, ENSMUST00000109150, ENSMUST00000115726, ENSMUST00000095762, ENSMUST00000112249, ENSMUST00000114723, ENSMUST00000112068, ENSMUST00000026561, ENSMUST00000111243, ENSMUST00000108340, ENSMUST00000081857	911	87	8977	2.0387599833453196	0.8558882656446827	0.04828814492179357	0.04188851125745948
KEGG_PATHWAY	mmu04925:Aldosterone synthesis and secretion	20	0.8329862557267805	0.006307405174013733	ENSMUST00000170223, ENSMUST00000039327, ENSMUST00000114913, ENSMUST00000097464, ENSMUST00000112825, ENSMUST00000002765, ENSMUST00000110109, ENSMUST00000109095, ENSMUST00000115726, ENSMUST00000112249, ENSMUST00000110116, ENSMUST00000112068, ENSMUST00000117801, ENSMUST00000111243, ENSMUST00000107790, ENSMUST00000028663, ENSMUST00000088429, ENSMUST00000022013, ENSMUST00000160424, ENSMUST00000025223, ENSMUST00000087877	911	102	8977	1.9321581541507933	0.8776280934784051	0.05107459799445267	0.04430567536868184
KEGG_PATHWAY	mmu04723:Retrograde endocannabinoid signaling	26	1.0828821324448146	0.007161284548245442	ENSMUST00000124169, ENSMUST00000044306, ENSMUST00000170223, ENSMUST00000114913, ENSMUST00000029947, ENSMUST00000115726, ENSMUST00000121390, ENSMUST00000110116, ENSMUST00000112068, ENSMUST00000032710, ENSMUST00000081544, ENSMUST00000085240, ENSMUST00000170792, ENSMUST00000095128, ENSMUST00000024206, ENSMUST00000070864, ENSMUST00000039327, ENSMUST00000076349, ENSMUST00000075316, ENSMUST00000112825, ENSMUST00000110109, ENSMUST00000138659, ENSMUST00000112249, ENSMUST00000117801, ENSMUST00000114554, ENSMUST00000022013, ENSMUST00000085374, ENSMUST00000128869	911	148	8977	1.7311092651378053	0.9080123064213906	0.05623130460181207	0.04877896302807794
KEGG_PATHWAY	mmu03320:PPAR signaling pathway	18	0.7496876301541024	0.007354852428908886	ENSMUST00000061491, ENSMUST00000093106, ENSMUST00000002908, ENSMUST00000025567, ENSMUST00000047888, ENSMUST00000034046, ENSMUST00000114238, ENSMUST00000030487, ENSMUST00000034989, ENSMUST00000027356, ENSMUST00000030136, ENSMUST00000066193, ENSMUST00000015712, ENSMUST00000043062, ENSMUST00000109316, ENSMUST00000120541, ENSMUST00000109423, ENSMUST00000082367	911	89	8977	1.9929451522589081	0.9137784264566482	0.05623130460181207	0.04877896302807794
KEGG_PATHWAY	mmu04971:Gastric acid secretion	16	0.6663890045814245	0.007452341573734129	ENSMUST00000170371, ENSMUST00000023538, ENSMUST00000042221, ENSMUST00000170223, ENSMUST00000114913, ENSMUST00000097464, ENSMUST00000110109, ENSMUST00000109095, ENSMUST00000045706, ENSMUST00000110116, ENSMUST00000117801, ENSMUST00000111243, ENSMUST00000009689, ENSMUST00000017309, ENSMUST00000022013, ENSMUST00000087877, ENSMUST00000106636	911	75	8977	2.102188071716063	0.916544579064463	0.05623130460181207	0.04877896302807794
KEGG_PATHWAY	mmu04080:Neuroactive ligand-receptor interaction	55	2.2907122032486464	0.008495670915019432	ENSMUST00000105603, ENSMUST00000107749, ENSMUST00000105604, ENSMUST00000067249, ENSMUST00000124169, ENSMUST00000039492, ENSMUST00000091679, ENSMUST00000071585, ENSMUST00000004076, ENSMUST00000160339, ENSMUST00000029450, ENSMUST00000028681, ENSMUST00000076349, ENSMUST00000072103, ENSMUST00000110369, ENSMUST00000028233, ENSMUST00000006104, ENSMUST00000102716, ENSMUST00000108851, ENSMUST00000044306, ENSMUST00000111905, ENSMUST00000171898, ENSMUST00000026119, ENSMUST00000171613, ENSMUST00000029947, ENSMUST00000112831, ENSMUST00000161561, ENSMUST00000058787, ENSMUST00000034610, ENSMUST00000107571, ENSMUST00000038856, ENSMUST00000031146, ENSMUST00000063578, ENSMUST00000064068, ENSMUST00000030815, ENSMUST00000106921, ENSMUST00000063076, ENSMUST00000085240, ENSMUST00000120154, ENSMUST00000072886, ENSMUST00000093925, ENSMUST00000022620, ENSMUST00000075316, ENSMUST00000124470, ENSMUST00000003568, ENSMUST00000039026, ENSMUST00000115835, ENSMUST00000073252, ENSMUST00000114865, ENSMUST00000114554, ENSMUST00000115324, ENSMUST00000051005, ENSMUST00000036303, ENSMUST00000051765, ENSMUST00000021141, ENSMUST00000045971, ENSMUST00000162309, ENSMUST00000027560	911	386	8977	1.4040682959567292	0.94114110589623	0.06249071594994543	0.05420881383609724
KEGG_PATHWAY	mmu04979:Cholesterol metabolism	12	0.49979175343606835	0.008658352209932198	ENSMUST00000045714, ENSMUST00000027356, ENSMUST00000037811, ENSMUST00000080953, ENSMUST00000015712, ENSMUST00000030280, ENSMUST00000109316, ENSMUST00000049149, ENSMUST00000082367, ENSMUST00000023806, ENSMUST00000102710, ENSMUST00000067530	911	49	8977	2.4132261027352766	0.9442618121731817	0.06249071594994543	0.05420881383609724
KEGG_PATHWAY	mmu04970:Salivary secretion	17	0.7080383173677633	0.010530156081259671	ENSMUST00000065788, ENSMUST00000170223, ENSMUST00000050586, ENSMUST00000114913, ENSMUST00000097464, ENSMUST00000110109, ENSMUST00000109095, ENSMUST00000110116, ENSMUST00000161490, ENSMUST00000117801, ENSMUST00000115733, ENSMUST00000111243, ENSMUST00000088429, ENSMUST00000029635, ENSMUST00000022013, ENSMUST00000087877, ENSMUST00000091818, ENSMUST00000101237	911	85	8977	1.9708013172338086	0.9702387730198507	0.07306610372727479	0.06338264419715403
KEGG_PATHWAY	mmu05146:Amoebiasis	20	0.8329862557267805	0.010563774032859005	ENSMUST00000018610, ENSMUST00000015791, ENSMUST00000110109, ENSMUST00000021837, ENSMUST00000019992, ENSMUST00000002979, ENSMUST00000001547, ENSMUST00000109095, ENSMUST00000113457, ENSMUST00000035471, ENSMUST00000110116, ENSMUST00000167163, ENSMUST00000022749, ENSMUST00000112931, ENSMUST00000055226, ENSMUST00000031668, ENSMUST00000092070, ENSMUST00000027753, ENSMUST00000064679, ENSMUST00000087877, ENSMUST00000101205	911	107	8977	1.8418703899381395	0.9705725972311904	0.07306610372727479	0.06338264419715403
KEGG_PATHWAY	mmu04540:Gap junction	17	0.7080383173677633	0.011759067522957321	ENSMUST00000044306, ENSMUST00000170223, ENSMUST00000102592, ENSMUST00000000476, ENSMUST00000071134, ENSMUST00000114913, ENSMUST00000110109, ENSMUST00000112831, ENSMUST00000109095, ENSMUST00000110116, ENSMUST00000161490, ENSMUST00000117801, ENSMUST00000115733, ENSMUST00000107571, ENSMUST00000168039, ENSMUST00000036303, ENSMUST00000029635, ENSMUST00000022013, ENSMUST00000087877	911	86	8977	1.9478850228473692	0.9803001788891121	0.07967368199228227	0.06911451931860631
KEGG_PATHWAY	mmu04730:Long-term depression	13	0.5414410662224073	0.015784600989456395	ENSMUST00000124169, ENSMUST00000044306, ENSMUST00000093925, ENSMUST00000076349, ENSMUST00000075316, ENSMUST00000110109, ENSMUST00000138659, ENSMUST00000109095, ENSMUST00000121390, ENSMUST00000110116, ENSMUST00000161490, ENSMUST00000115733, ENSMUST00000029635, ENSMUST00000087877, ENSMUST00000032813	911	60	8977	2.1350347603366266	0.9949192047176789	0.10480975056999045	0.09091930169926883
KEGG_PATHWAY	mmu00830:Retinol metabolism	18	0.7496876301541024	0.01704263729142704	ENSMUST00000040442, ENSMUST00000015278, ENSMUST00000001027, ENSMUST00000035488, ENSMUST00000090171, ENSMUST00000029824, ENSMUST00000077855, ENSMUST00000040999, ENSMUST00000113138, ENSMUST00000098657, ENSMUST00000099472, ENSMUST00000030487, ENSMUST00000026462, ENSMUST00000114366, ENSMUST00000026211, ENSMUST00000005964, ENSMUST00000051846, ENSMUST00000049178	911	97	8977	1.8285785417633278	0.996677126747616	0.11094422707360349	0.09624077529276448
KEGG_PATHWAY	mmu04978:Mineral absorption	12	0.49979175343606835	0.017865498978809076	ENSMUST00000094787, ENSMUST00000023119, ENSMUST00000015796, ENSMUST00000040489, ENSMUST00000011178, ENSMUST00000167432, ENSMUST00000097464, ENSMUST00000035163, ENSMUST00000112645, ENSMUST00000006742, ENSMUST00000111243, ENSMUST00000001254, ENSMUST00000088429	911	54	8977	2.189779241370899	0.9974837070494537	0.11406433963393488	0.09894737895955796
KEGG_PATHWAY	mmu04973:Carbohydrate digestion and absorption	11	0.4581424406497293	0.020136401102643305	ENSMUST00000111243, ENSMUST00000030561, ENSMUST00000071535, ENSMUST00000011178, ENSMUST00000167334, ENSMUST00000097464, ENSMUST00000110109, ENSMUST00000052949, ENSMUST00000112249, ENSMUST00000030826, ENSMUST00000110116	911	48	8977	2.2582098426637396	0.998833224594373	0.12613745596372788	0.10942044372757116
KEGG_PATHWAY	mmu04934:Cushing syndrome	26	1.0828821324448146	0.02133236035258687	ENSMUST00000170223, ENSMUST00000114913, ENSMUST00000170901, ENSMUST00000109095, ENSMUST00000115726, ENSMUST00000110116, ENSMUST00000112068, ENSMUST00000107790, ENSMUST00000028663, ENSMUST00000060501, ENSMUST00000117171, ENSMUST00000131309, ENSMUST00000093925, ENSMUST00000111657, ENSMUST00000170259, ENSMUST00000112825, ENSMUST00000110109, ENSMUST00000003568, ENSMUST00000112249, ENSMUST00000117801, ENSMUST00000026012, ENSMUST00000099992, ENSMUST00000022013, ENSMUST00000160424, ENSMUST00000025223, ENSMUST00000087877, ENSMUST00000063465	911	162	8977	1.5815072298789825	0.9992221501109734	0.13115451179738594	0.11377258854712997
KEGG_PATHWAY	mmu00590:Arachidonic acid metabolism	16	0.6663890045814245	0.025059469013054142	ENSMUST00000102852, ENSMUST00000070515, ENSMUST00000101376, ENSMUST00000134503, ENSMUST00000035488, ENSMUST00000077855, ENSMUST00000019068, ENSMUST00000055693, ENSMUST00000099472, ENSMUST00000030487, ENSMUST00000026211, ENSMUST00000026795, ENSMUST00000030305, ENSMUST00000051846, ENSMUST00000106337, ENSMUST00000049178	911	86	8977	1.8333035509151714	0.9997808519062986	0.15126806749698135	0.13122049228653807
KEGG_PATHWAY	mmu04725:Cholinergic synapse	19	0.7913369429404414	0.03226993564316883	ENSMUST00000024206, ENSMUST00000149964, ENSMUST00000170223, ENSMUST00000070864, ENSMUST00000114913, ENSMUST00000112825, ENSMUST00000110109, ENSMUST00000138659, ENSMUST00000115726, ENSMUST00000121390, ENSMUST00000112249, ENSMUST00000110116, ENSMUST00000112068, ENSMUST00000117801, ENSMUST00000028663, ENSMUST00000009689, ENSMUST00000022013, ENSMUST00000060441, ENSMUST00000108851	911	112	8977	1.6716618315822487	0.9999813617342127	0.1913146184559295	0.16595966902201115
KEGG_PATHWAY	mmu00380:Tryptophan metabolism	11	0.4581424406497293	0.0337576450514816	ENSMUST00000114366, ENSMUST00000040442, ENSMUST00000033956, ENSMUST00000028223, ENSMUST00000029645, ENSMUST00000042699, ENSMUST00000001027, ENSMUST00000006949, ENSMUST00000024894, ENSMUST00000079472, ENSMUST00000040999	911	52	8977	2.0845013932280674	0.9999888165581196	0.19662347644020864	0.1705649434180123
KEGG_PATHWAY	mmu04010:MAPK signaling pathway	40	1.665972511453561	0.04761393241394026	ENSMUST00000101581, ENSMUST00000121473, ENSMUST00000025523, ENSMUST00000123771, ENSMUST00000037434, ENSMUST00000109150, ENSMUST00000115726, ENSMUST00000121390, ENSMUST00000020617, ENSMUST00000112068, ENSMUST00000029674, ENSMUST00000026241, ENSMUST00000029673, ENSMUST00000107790, ENSMUST00000034912, ENSMUST00000000033, ENSMUST00000004214, ENSMUST00000030677, ENSMUST00000168039, ENSMUST00000029712, ENSMUST00000090824, ENSMUST00000079828, ENSMUST00000063470, ENSMUST00000151678, ENSMUST00000109838, ENSMUST00000170792, ENSMUST00000102760, ENSMUST00000110529, ENSMUST00000070864, ENSMUST00000168532, ENSMUST00000000476, ENSMUST00000035045, ENSMUST00000112825, ENSMUST00000076840, ENSMUST00000112249, ENSMUST00000114723, ENSMUST00000115443, ENSMUST00000106992, ENSMUST00000153166, ENSMUST00000160424, ENSMUST00000034909, ENSMUST00000042065, ENSMUST00000084027, ENSMUST00000128869	911	294	8977	1.3406811681862647	0.9999999075456981	0.2725487165763477	0.23642780233128957
KEGG_PATHWAY	mmu04930:Type II diabetes mellitus	10	0.41649312786339027	0.04930271162962683	ENSMUST00000107790, ENSMUST00000170792, ENSMUST00000004214, ENSMUST00000070864, ENSMUST00000033123, ENSMUST00000112825, ENSMUST00000121390, ENSMUST00000052949, ENSMUST00000102920, ENSMUST00000112249, ENSMUST00000128869	911	48	8977	2.0529180387852177	0.9999999487104694	0.27686078647811924	0.24016839308945284
KEGG_PATHWAY	mmu04929:GnRH secretion	12	0.49979175343606835	0.05013295975211174	ENSMUST00000112068, ENSMUST00000107749, ENSMUST00000107790, ENSMUST00000006991, ENSMUST00000160424, ENSMUST00000112825, ENSMUST00000110109, ENSMUST00000000811, ENSMUST00000115726, ENSMUST00000112249, ENSMUST00000040184, ENSMUST00000110116	911	63	8977	1.8769536354607705	0.9999999616243588	0.27686078647811924	0.24016839308945284
KEGG_PATHWAY	mmu00500:Starch and sucrose metabolism	8	0.33319450229071224	0.05086899992519661	ENSMUST00000020169, ENSMUST00000071535, ENSMUST00000035269, ENSMUST00000167334, ENSMUST00000106259, ENSMUST00000052949, ENSMUST00000102920, ENSMUST00000032371	911	34	8977	2.318589784980952	0.9999999703322525	0.27686078647811924	0.24016839308945284
KEGG_PATHWAY	mmu04728:Dopaminergic synapse	21	0.8746355685131195	0.05290550535388336	ENSMUST00000170792, ENSMUST00000124169, ENSMUST00000002839, ENSMUST00000024206, ENSMUST00000111905, ENSMUST00000070864, ENSMUST00000076349, ENSMUST00000075316, ENSMUST00000114913, ENSMUST00000112825, ENSMUST00000110109, ENSMUST00000115835, ENSMUST00000138659, ENSMUST00000109095, ENSMUST00000121390, ENSMUST00000000219, ENSMUST00000112249, ENSMUST00000110116, ENSMUST00000028663, ENSMUST00000117687, ENSMUST00000099172, ENSMUST00000087877, ENSMUST00000026084, ENSMUST00000128869	911	135	8977	1.5328454689596291	0.9999999854594905	0.28330044802402055	0.24575460551481304
KEGG_PATHWAY	mmu00750:Vitamin B6 metabolism	4	0.16659725114535612	0.05473348746213338	ENSMUST00000114366, ENSMUST00000040442, ENSMUST00000001027, ENSMUST00000040999	911	9	8977	4.379558482741798	0.9999999923437075	0.2884367910702902	0.250210228398324
KEGG_PATHWAY	mmu05144:Malaria	11	0.4581424406497293	0.05846334888319497	ENSMUST00000027874, ENSMUST00000115443, ENSMUST00000039559, ENSMUST00000170872, ENSMUST00000022213, ENSMUST00000022871, ENSMUST00000049149, ENSMUST00000082367, ENSMUST00000095412, ENSMUST00000167691, ENSMUST00000029682	911	57	8977	1.9016503938220966	0.9999999979395575	0.3032786223315739	0.26308506997437736
KEGG_PATHWAY	mmu04371:Apelin signaling pathway	21	0.8746355685131195	0.06002932810606033	ENSMUST00000018610, ENSMUST00000023538, ENSMUST00000024206, ENSMUST00000170223, ENSMUST00000021750, ENSMUST00000123771, ENSMUST00000000312, ENSMUST00000028735, ENSMUST00000035045, ENSMUST00000114913, ENSMUST00000110109, ENSMUST00000039026, ENSMUST00000110116, ENSMUST00000030784, ENSMUST00000117801, ENSMUST00000027852, ENSMUST00000106388, ENSMUST00000022013, ENSMUST00000060441, ENSMUST00000087723, ENSMUST00000091818, ENSMUST00000032813	911	137	8977	1.5104681628434302	0.9999999988143713	0.30661133740326196	0.2659760999160827
KEGG_PATHWAY	mmu04926:Relaxin signaling pathway	20	0.8329862557267805	0.06097260863723446	ENSMUST00000018610, ENSMUST00000170792, ENSMUST00000021898, ENSMUST00000024206, ENSMUST00000170223, ENSMUST00000047888, ENSMUST00000114913, ENSMUST00000110109, ENSMUST00000001547, ENSMUST00000138659, ENSMUST00000109095, ENSMUST00000113457, ENSMUST00000015394, ENSMUST00000110116, ENSMUST00000112931, ENSMUST00000117801, ENSMUST00000031668, ENSMUST00000028663, ENSMUST00000022013, ENSMUST00000087877, ENSMUST00000101205, ENSMUST00000128869	911	129	8977	1.5277529590959762	0.9999999991504624	0.3067106979933612	0.2660622922352049
KEGG_PATHWAY	mmu04935:Growth hormone synthesis, secretion and action	18	0.7496876301541024	0.076157469412986	ENSMUST00000170792, ENSMUST00000021898, ENSMUST00000170223, ENSMUST00000114913, ENSMUST00000112825, ENSMUST00000110109, ENSMUST00000109095, ENSMUST00000115726, ENSMUST00000112249, ENSMUST00000110116, ENSMUST00000112068, ENSMUST00000117801, ENSMUST00000161561, ENSMUST00000028663, ENSMUST00000027852, ENSMUST00000063578, ENSMUST00000022013, ENSMUST00000087877, ENSMUST00000128869, ENSMUST00000081232	911	116	8977	1.5290699875089897	0.999999999996211	0.37737731112106493	0.32736345061104427
